id,intent,text
2107,BookRestaurant,book a taverna that serves vichyssoise within walking distance in OH
2108,BookRestaurant,I want to book a popular tyrolean steakhouse in Madison Park WA in 1 hour nine minutes and one second
2109,BookRestaurant,Find a table for 8 somewhere in Bonaire in 345 days
2110,BookRestaurant,Book a restaurant with parking facility for 3.
2111,BookRestaurant,"please book a room in Spaghetti Warehouse for catalina, delores and brandie mendoza at 12 AM"
2112,BookRestaurant,"I need a table for 1 at a highly rated restaurant next autumn in Emmons, RI"
2113,BookRestaurant,book a spot in 1 second that is neighboring robin's hotel
2114,BookRestaurant,patty and I need a table booked at a highly rated restaurant in Sandstone.
2115,BookRestaurant,Make a reservation for four at a pub in Sugarville.
2116,BookRestaurant,book a table for a Macedonia restaurant
2117,BookRestaurant,I'd like to go to a halal restaurant in twenty minutes around the District Of Columbia and book seats for four
2118,BookRestaurant,Book a table for 10 people at Dunbrody Country House Hotel in Strandburg.
2119,BookRestaurant,Book a table in a Haines Borough restaurant for nine that is within walking distance.
2120,BookRestaurant,book midday at a faraway cuban place for five at a top-rated bakery in Grainola
2121,BookRestaurant,Book a bakery with smoking room for nine in Niger.
2122,BookRestaurant,Book a restaurant for ten in OK.
2123,BookRestaurant,Book the Gus Stevens Seafood Restaurant & Buccaneer Lounge in Papua New Guinea for one person.
2124,BookRestaurant,book a Boon Brick Store for my grandkid and I at Evans Mills
2125,BookRestaurant,Book a pub with fisn'n chips in Timberville.
2126,BookRestaurant,Restaurant near in town uses in two years
2127,BookRestaurant,Book seating at a restaurant in Topton
2128,BookRestaurant,I need a table for four at a pub in Heard Island and McDonald Islands
2129,BookRestaurant,I want to go to Antigua and Barbuda and eat at a table for 4.
2130,BookRestaurant,I want to eat at a scandinavian restaurant that is highly rated in Bonita Texas
2131,BookRestaurant,I want to eat for two at a brasserie in Gwynedd Valley TN with pickled cucumber in one second
2132,BookRestaurant,"book on feb. the twenty-sixth, 2026 in Tracyton for two at a cafe"
2133,BookRestaurant,I'd like to eat in Iran with a party of 9 on sep. the 12th
2134,BookRestaurant,Book The Oriel in Allison for a party of four.
2135,BookRestaurant,book a table on 6/14/2035 at a bakery within walking distance of Equatorial Guinea that serves paella
2136,BookRestaurant,book me top-rated restaurant for 9 members for midnight at Fair Bluff RI
2137,BookRestaurant,book a Ukraine pub serves mineiro
2138,BookRestaurant,Book a restaurant in Mauritania for 1 person.
2139,BookRestaurant,me and my niece want to eat somewhere close by Hopatcong
2140,BookRestaurant,Can you book me a table for 9 in DE?
2141,BookRestaurant,I need a reservation for a pizzeria nearby Vigus
2142,BookRestaurant,I want to book a restaurant neighboring Livonia Av
2143,BookRestaurant,Book me a table for seven people at a bar with a pool.
2144,BookRestaurant,"Book a spot for kelli, jean and I at a pub at elevenses"
2145,BookRestaurant,book a gastropub serves waffle for 8
2146,BookRestaurant,I need a reservation for 7 people at a bar in Chile that serves bio.
2147,BookRestaurant,I need to book a table at a food court in NH that serves smelt
2148,BookRestaurant,Book a restaurant in MP at 3 pm with pigs in blankets
2149,BookRestaurant,Book an australian restaurant in Jacksboro three weeks from now for my step father and I.
2150,BookRestaurant,"Please book reservations at a restaurant that serves empanada, party for three with betty and dolly."
2151,BookRestaurant,I need a table at The Ledbury at 18 o'clock
2152,BookRestaurant,At four pm. I need a table for 8 at a restaurant in Guernsey that serves salade.
2153,BookRestaurant,"book a table 1 year from now for corinne, tisha and I at a restaurant in Guernsey that is top-rated"
2154,BookRestaurant,I'm looking to reserve a table at a pasta restaurant in Serbia.
2155,BookRestaurant,Book me a reservation for Ad Hoc in Brazil for a party of 7
2156,BookRestaurant,Lets go eat in Friday 43 days from now
2157,BookRestaurant,I need a reservation for a brasserie that serves ankimo in PW
2158,BookRestaurant,Please book reservations for 3 people at a restaurant in Alderwood Manor
2159,BookRestaurant,book a table in MT for 3 for now at a pub that serves south indian
2160,BookRestaurant,Book a table in Belhaven for a party of seven at the Great House at Sonning
2161,BookRestaurant,I want to book a restaurant near Wyoming for 5 people.
2162,BookRestaurant,Get me a table at Eighth Step Coffee House in Germania for 7
2163,BookRestaurant,Locate the best pub in Apache Junction
2164,BookRestaurant,"book a restaurant in McMurray on august seventeenth for marjorie vasquez, edith and martina"
2165,BookRestaurant,Book a table for mindy and angelita at a restaurant which serves caf\xe9 li\xe9geois
2166,BookRestaurant,"I need a table for ten on april the eighteenth, 2030"
2167,BookRestaurant,book a popular restaurant of thai cuisine
2168,BookRestaurant,I want to book a pastelaria cafe in Alabama for me and my great grandfather.
2169,BookRestaurant,"I need a reservation for apr. the sixteenth, 2027 in Cazenovia, CA"
2170,BookRestaurant,"Book a table at a bar in Moody for deloris, ester and petra alvarez."
2171,BookRestaurant,Can you find me reservations for this morning at a restaurant that serves stracciatella?
2172,BookRestaurant,Book the best joint for 3 people.
2173,BookRestaurant,"book a spot for me, tiffany and sondra at a top-rated restaurant in MS with udupi"
2174,BookRestaurant,Please book a restaurant room which serves hangtown fry dish in Jagual
2175,BookRestaurant,I need a reservation for the best asian joint on Jan. 3 in Bradford Alabama for a party of 9
2176,BookRestaurant,Book a gastropub that has balinese food in twenty hours in Comunas for my nephew and I
2177,BookRestaurant,I need to book a Theme restaurant this month in Chile
2178,BookRestaurant,Book a table for ten people at a restaurant which serves snack.
2179,BookRestaurant,I would like to book a restaurant in Lebanon
2180,BookRestaurant,Book the Fashion Caf\xe9 for elevenses.
2181,BookRestaurant,book a spot for me and my great grandfather at a brasserie with a pool at 7 am
2182,BookRestaurant,I need a table at T-Rex for nine in Brunei
2183,BookRestaurant,Book a table for two for this autumn
2184,BookRestaurant,book a spot at a restaurant with wifi that is neighboring Suriname
2185,BookRestaurant,Book a restaurant in Papua New Guinea for me and my daughters
2186,BookRestaurant,book a spot at a highly rated tavern in Colombia
2187,BookRestaurant,Make a reservation at a tavern which serves clam cake for a party of 8 in Western Sahara.
2188,BookRestaurant,Make me a reservation in South Carolina
2189,BookRestaurant,Book a table for 2 at a restaurant in Follett
2190,BookRestaurant,book a sushis serving restaurant in Uzbekistan
2191,BookRestaurant,I need a table for 8 during midday in Montana
2192,BookRestaurant,book a table in California for rita and brenda at Hurley Mountain Inn on january the 11th
2193,BookRestaurant,me and my grandmother want to eat umbrian food on January the 7th at a brasserie.
2194,BookRestaurant,book a restaurant for 4 that's not far from CA
2195,BookRestaurant,Book me a restaurant please.
2196,BookRestaurant,book for five in Georgia at The Coffee Bean & Tea Leaf
2197,BookRestaurant,Book a table for 6 in New Hampshire for next week.
2198,BookRestaurant,book a table at SkyCity in Salado for me and hannah
2199,BookRestaurant,"book a eastern european cuisine restaurant in midday for four in Meers,MP"
2200,BookRestaurant,Book a highly rated northeast indian  brasserie in Kenova for nannie and I at 14:41.
2201,BookRestaurant,gwen carter and I want a reservation in the Dominican Republic
2202,BookRestaurant,"1 minute from now, I will need reservations at a restaurant in Vanlue."
2203,BookRestaurant,Book a reservation for a brasserie serving soupe in Tokelau
2204,BookRestaurant,I'd like to have southeastern brazilian at the pub in Dominica
2205,BookRestaurant,Book a reservation for 6 at a restaurant in Deersville
2206,BookRestaurant,book a spot at Colony
2207,BookRestaurant,book a spot for 2 at a brasserie that has hot dog in WA at twelve AM
2208,BookRestaurant,"Book a restaurant neighboring IL for me, rachelle and wilda."
2209,BookRestaurant,"Reserve a table for 3 people at The Cubby Bear,  in Comoros."
2210,BookRestaurant,Book a spot for nine at The Cubby Bear in Luxor
2211,BookRestaurant,Find a reservation for a tavern that serves pizzas for a party of 6
2212,BookRestaurant,Find a reservation for 3 people
2213,BookRestaurant,I need a reservation for Harveys this Winter in neighboring Wisconsin for terri and I
2214,BookRestaurant,Reserve me a table a bar that serves african food for thirteen o'clock for 1 in Moravian Falls.
2215,BookRestaurant,book Tun Tavern for morning in Norfolk Island
2216,BookRestaurant,book a highly rated bar in Curacao for one
2217,BookRestaurant,I want to go to that popular ethiopian restaurant
2218,BookRestaurant,I need a reservation for a gastropub that serves a maple bacon donut
2219,BookRestaurant,I need a table at Eddie\u2019s Attic in Nevada for one
2220,BookRestaurant,I need a restaurant on july 18th in Rose Bud
2221,BookRestaurant,Book a restaurant with wifi for nine people.
2222,BookRestaurant,book a spot at Bobcat Bite in Needmore for ten am
2223,BookRestaurant,I want reservations at a restaurant in Robert Lee for 21:05:17.
2224,BookRestaurant,Book a reservation for nine at an outdoor restaurant
2225,BookRestaurant,book me a Rustic inn restaurant for 8 members at Nappanee
2226,BookRestaurant,Book a highly rated restaurant for one person in Rainbow Lakes.
2227,BookRestaurant,book a restaurant for nine on 16 hours from now
2228,BookRestaurant,me and imelda want a reservation in Missouri at seven am
2229,BookRestaurant,Book a nearby northeast indian restaurant in North Carolina for ten people at six am.
2230,BookRestaurant,Book me a restaurant where I can get a burrito
2231,BookRestaurant,I want to get reservations at a place close by for 6 people to eat in SC.
2232,BookRestaurant,Make me a reservation within walking distance in WY for 6 pm
2233,BookRestaurant,Need to book a table downtown within walking distance of me at J.G. Melon
2234,BookRestaurant,Make a booking for the highly rated food court in Montenegro.
2235,BookRestaurant,Book a table for 6 in Verona.
2236,BookRestaurant,Book the Slippery Noodle Inn in Gober.
2237,BookRestaurant,book a restaurant within the same area as Saratoga Av
2238,BookRestaurant,Please book a joint type restaurant room with spa facility to accommodate 8 members
2239,BookRestaurant,My group of seven wants to eat at Yogurt Mountain in Slick tonight.
2240,BookRestaurant,Reserve a table for two for jun. 13th in a neighboring bistro which serves mongolian food in Northway.
2241,BookRestaurant,Book a restaurant not far in Milladore for 6 people.
2242,BookRestaurant,Book reservations at a restaurant in MI seven weeks from now
2243,BookRestaurant,I need a reservation for National Coney Island with a party of 8 in NV
2244,BookRestaurant,book a brasserie with internet fascility for 5 in a year  in Oklahoma
2245,BookRestaurant,Book the Boon Brick Store for nine people.
2246,BookRestaurant,Book a table at a restaurant in the Cayman Islands two hundred ninety six days from now
2247,BookRestaurant,book a cafeteria having pool for four in Algeria
2248,BookRestaurant,find and book a restaurant that serves dumplings
2249,BookRestaurant,Book a brasserie in Samoa for four people.
2250,BookRestaurant,book a restaurant in Puerto Rico
2251,BookRestaurant,book in OH in Gurabo for velma and gloria
2252,BookRestaurant,"book a restaurant for me, angela and mercedes in Cimarron City, Colorado"
2253,BookRestaurant,Book a table for 9 people for four pm in Johnson.
2254,BookRestaurant,book me a restaurant that serves green bean casserole for five people
2255,BookRestaurant,book at Dutchess Manor in Portugal for 6
2256,BookRestaurant,restaurant in Bulgaria this week party for 9 numbers
2257,BookRestaurant,Make me a reservation for a party of eight in Ledoux
2258,BookRestaurant,book this week for their step sister's workplace close
2259,BookRestaurant,I need a party of two reservation faraway from Atlantic Av-Barclays Ctr at a spa for fast food
2260,BookRestaurant,book a spot in Malin KY
2261,BookRestaurant,book a spot in the same area as Yankee Doodle Coffee Shop in Madagascar
2262,BookRestaurant,"book a food court in supper time distant from Northern Mariana Islands for me, winnie and courtney"
2263,BookRestaurant,Book a restaurant that serves capicollo in Kit Carson with ilene and aisha.
2264,BookRestaurant,"book James D. Conrey House for madeleine, keisha and clara alvarez far from your colleague's college"
2265,BookRestaurant,I want to book a meal at a restaurant that searves kouglof.
2266,BookRestaurant,Book Laurelhurst Theater for 8 people.
2267,BookRestaurant,I want to book a restaurant for supper in Kellerton for 2
2268,BookRestaurant,Can you book a table for a party of 6 close to DeKalb Av
2269,BookRestaurant,I would like to book a restaurant within the same area as Myrtle Av for 6
2270,BookRestaurant,I have six people who would like to eat at a cafe that serves american chinese cuisine in TX.
2271,BookRestaurant,I'd like to get a restaurant booked on mar. fourteenth in MD.
2272,BookRestaurant,"book a mexican brasserie close by Woodcliff Lake for a party of 7 on April 25, 2026"
2273,BookRestaurant,book a table for seven in Walpole
2274,BookRestaurant,Can you get seating for a group of 6 at twenty o'clock at a restaurant and spa faraway from Palmyra
2275,BookRestaurant,I want to go to the Freight House in Gabon
2276,BookRestaurant,"I need a table for nine at a restaurant in Pelican Bay serving chips on December 6, 2031"
2277,BookRestaurant,"book a spot for robyn martinez, maude and I at a steakhouse not far from their place"
2278,BookRestaurant,I would like to book a restaurant in Poncha Springs for 8 at 00:32 am
2279,BookRestaurant,book in South Dakota for lobster newberg at a pub
2280,BookRestaurant,"book a masala bar on march 6, 2034"
2281,BookRestaurant,Book a reservation for ten at a restaurant in AMerican Samoa at 2 am
2282,BookRestaurant,Book a restaurant for ten in Germfask.
2283,BookRestaurant,book a spot for 8 in Hungary on february the 14th
2284,BookRestaurant,Book a churrascaria restaurant that serves chips for five people.
2285,BookRestaurant,Find a reservation at Sunset at a gastropub for 2 people
2286,BookRestaurant,Lets go far to The Wolseley in Maine
2287,BookRestaurant,book a spot for eight at a pub in New Mexico
2288,BookRestaurant,Book a restaurant with parking for kirsten morris and I.
2289,BookRestaurant,Book a restaurant for ten in Exmore at sunset
2290,BookRestaurant,Can you book reservations for jeanne and charlotte at a diner in Mayotte
2291,BookRestaurant,"I'm hoping to find a table for six at a pub on jul. 19, 2029."
2292,BookRestaurant,"21 weeks from now elinor, crystal turner and nita want to eat german food at a bar in distant California"
2293,BookRestaurant,Find a place for me to eat in Connecticut for 9 and a half months from now
2294,BookRestaurant,I want to take my bf and I to get some pain perdu from a food truck
2295,BookRestaurant,I'd like a table for five at any restaurant
2296,BookRestaurant,I'd like to book 4 seats at a restaurant.
2297,BookRestaurant,I want to make a reservation for a group of 4 at a churrascaria type spa
2298,BookRestaurant,Schedule the food truck to be at your place in the distant future.
2299,BookRestaurant,Can you make reservations at a restaurant that serves mashed pumpkin for six PM
2300,BookRestaurant,Book The Crown at Whitebrook in RI for 2 people.
2301,BookRestaurant,i need to book a restaurant for five in Liberia at The Maisonette
2302,BookRestaurant,Book spot for eight at bar that serves pot\xe9e
2303,BookRestaurant,table for 6 at a brasserie
2304,BookRestaurant,Book reservations at James D. Conrey House at 1 PM for a party of nine
2305,BookRestaurant,Book a fast food restaurant.
2306,BookRestaurant,I want to book a doughnut bar in AMerican Samoa
2307,BookRestaurant,"Need a table  for party of five for December 26, 2040 in the state of MT"
2308,BookRestaurant,I want to book an ethiopian bar for this Afternoon.
2309,BookRestaurant,I need to book a table for 4
2310,BookRestaurant,book a taverna for 10 for NY
2311,BookRestaurant,I need a table for 4 in Florida
2312,BookRestaurant,book a table in Fort Loudon at a restaurant for 5
2313,BookRestaurant,I want to go to the popular pub at ten PM
2314,BookRestaurant,I need a popular moroccan cafeteria
2315,BookRestaurant,please book highly rated restaurant  with food truck tuscan for me and adela in Hallam Indiana
2316,BookRestaurant,Book reservations at a  for seven at a highly rated restaurant that serves kosher food in VI
2317,BookRestaurant,I need to book the Fashion Cafe for meal in Lavina
2318,BookRestaurant,book an oyster bar in AMerican Samoa for lunch
2319,BookRestaurant,I want to book a restaurant with a pool for five in Conehatta
2320,BookRestaurant,"book a spot for krista, yolanda and I in New Mexico"
2321,BookRestaurant,Can you get me seating for a party of 4
2322,BookRestaurant,book a cafe for one in the Cocos Islands
2323,BookRestaurant,Book the best eastern european restaurant for 5 people at two o'clock in Cohocton WY.
2324,BookRestaurant,I need a table for 5 at the restaurant I ate at last Oct.
2325,BookRestaurant,Book a table for January the twentieth at a place far from your daughter's campus
2326,BookRestaurant,holly and brittany need a reservation for a sardinian tea house close by CO
2327,BookRestaurant,I need to book a table at a place around here in PA for a party of two
2328,BookRestaurant,"Book a reservation for 5 people next week at The Pump Room, Chicago"
2329,BookRestaurant,I need a fast food restaurant that will seat two in a smoking room.
2330,BookRestaurant,Please book a restaurant for 45 weeks from now in FM
2331,BookRestaurant,Find a coffeehouse in Illinois for three
2332,BookRestaurant,Book a  table for 9  scheduled for april the 8th in NJ.
2333,BookRestaurant,book a spot for 2 at a restaurant in Mayotte at 06:13 AM
2334,BookRestaurant,"I want to book a spot at a bar in Henniker, North Dakota."
2335,BookRestaurant,Book a table for 4 in California
2336,BookRestaurant,"me, maggie and ellen want to eat at Lentil as Anything"
2337,BookRestaurant,Book seating for one person at a food truck
2338,BookRestaurant,Please book a table for 6 people in the same area as Bedford Park Blvd-Lehman College
2339,BookRestaurant,"Book a reservation for a parry of eight for a restaurant in Birch River, MO"
2340,BookRestaurant,book San Francisco Brewing Company for two located at AL
2341,BookRestaurant,"Book a table for kirsten price, audra and I faraway from our location at an outdoor taverna"
2342,BookRestaurant,Book a table for 1 at RingSide Steakhouse in Hurricane.
2343,BookRestaurant,book at The Halal Guys on Oct. 17
2344,BookRestaurant,book a spot at a pizza place nine weeks from now in Wisconsin
2345,BookRestaurant,I need to make a reservation at a top-rated moroccan restaurant in Bone that is nearby and can seat 8
2346,BookRestaurant,need a table somewhere in McLaurin Connecticut
2347,BookRestaurant,I want to book a reservation within the same area of AMelia Court House for 4.
2348,BookRestaurant,book me a diner close-by Benin that serves strolghino for eight people
2349,BookRestaurant,book a taverna for a party of 10
2350,BookRestaurant,Book a restaurant for three people in Jenkins.
2351,BookRestaurant,Book a table for eight this month in Maldives.
2352,BookRestaurant,I am looking for a top-rated restaurant near bougatsa that can feed 3 that is close to Pelham Bay Park
2353,BookRestaurant,I want to book an oyster bar for five people.
2354,BookRestaurant,Give me a top-rated restaurant that's eastern european
2355,BookRestaurant,book a tea house on 5/20/2028 in Pataskala that serves crepe in NC for five
2356,BookRestaurant,book a spot for 1 close to geraldine's house
2357,BookRestaurant,I want to eat breakfast at the Green Restaurant Certification
2358,BookRestaurant,"I want to book a restaurant in Wallsburg, Missouri for michele, diann and pam"
2359,BookRestaurant,Book a table at a brasserie far from my Livonia Av.
2360,BookRestaurant,Where can I book a table close to me in Moon Run at sixteen o'clock that will take three people
2361,BookRestaurant,I'd like a table for my step grandfather and I at Five Fifty-Five in NV
2362,BookRestaurant,pizzeria restaurant in Kellnersville HI that is outdoor for ten
2363,BookRestaurant,I need a reservation for ten at a tavern in West Virginia
2364,BookRestaurant,book a delicatessen that is indoor for 3
2365,BookRestaurant,I'd like to eat at a restaurant around China with a party of 7 anywhere that serves ouzeri
2366,BookRestaurant,Book a table for 10 people at a restaurant which offers internet.
2367,BookRestaurant,book a spot for 6 at a gateau restaurant
2368,BookRestaurant,book a spot for nine near Togo
2369,BookRestaurant,I need a reservation for an indoor restaurant in China
2370,BookRestaurant,book a table for one in a bar serving saucisse for meal in Calistoga CO
2371,BookRestaurant,Book a bakery at zero o'clock for 5 people.
2372,BookRestaurant,I need a reservation that has spanish rice at a cafeteria with ten people today
2373,BookRestaurant,I want a table for five at a place in Russia on 4/4/2036
2374,BookRestaurant,"Book a reservation for me, marva and barbara at a restaurant with parking"
2375,BookRestaurant,Find a reservation for a party of six in Tuvalu
2376,BookRestaurant,I need a reservation for The Original House of Pies with three people in Plandome Manor PA
2377,BookRestaurant,I need to book a restaurant in the same area  as Thompsontown for emma and karen johnson
2378,BookRestaurant,book for one in Indiana at a restaurant
2379,BookRestaurant,I'd like a table for eight at a close-by place in Carpenterville
2380,BookRestaurant,Book a tea place at seven
2381,BookRestaurant,book for 2 at a cafe for burgers in Gasport
2382,BookRestaurant,book a spot at the food truck in MA
2383,BookRestaurant,Book a table for five at The Training Table.
2384,BookRestaurant,I want to book The Hat for my grandfather and I in Arkansas.
2385,BookRestaurant,I'm looking to book a spot at a restaurant in RI.
2386,BookRestaurant,I need to book a restaurant for five in 1 minute that serves chichi in East Prairie
2387,BookRestaurant,"book a restaurant for 2 in Cross Timbers, District Of Columbia"
2388,BookRestaurant,Find and book me a taverna restaurant in Gilluly that serves lobster newberg
2389,BookRestaurant,I'd like to eat at a highly rated swiss restaurant in Irma at two pm
2390,BookRestaurant,book for 8 for argentinian food at a bakery
2391,BookRestaurant,Book a popular bar in Chowchilla
2392,BookRestaurant,Book a table for 2 at a FM restaurant serving grits for the next meal.
2393,BookRestaurant,book a spot distant from the neighborhood on the Week-end
2394,BookRestaurant,I'd like a table for Midday at The Unseen Bean
2395,BookRestaurant,Find me a table for a cafe during my Guinea trip for one.
2396,BookRestaurant,I require a reservation for one at the most highly rated restaurant in Uzbekistan.
2397,BookRestaurant,Book the nearby Meriton Grand Hotel Tallinn in Missouri.
2398,BookRestaurant,I need a table at a tavern that has bougatsa
2399,BookRestaurant,I need to take three people to eat
2400,BookRestaurant,Book a reservation not far from 8th St
2401,BookRestaurant,Make a restaurant reservation for me and my son at twenty three o'clock.
2402,BookRestaurant,Book a reservation for 2 at a food truck with pool in New York
2403,BookRestaurant,I need seats for 6 at a place in AK
2404,BookRestaurant,Get me a table at The Hand & Flowers for sixteen hours.
2405,BookRestaurant,Book osteria restaurant for 1 person in MI.
2406,BookRestaurant,I'm in MI and want to eat somwhere nearby Midday.
2407,BookRestaurant,book a spot at the best brasserie near Saudi Arabia
2408,BookRestaurant,book me a restaurant in Freshwater Bay for ava and I in Alaska
2409,BookRestaurant,Book a restaurant in Liechtenstein for seven people.
2410,BookRestaurant,book a table at 04:36:28 at the northeast indian restaurant
2411,BookRestaurant,Book a cafeteria that serves bagels for six people.
2412,BookRestaurant,Book a northeastern brazilian restaurant for 10 am
2413,BookRestaurant,I need a reservation for a restaurant now with a party of 9 in Hilt
2414,BookRestaurant,I want to eat in 19 hours  at NM
2415,BookRestaurant,book trentino serving bar for 4
2416,BookRestaurant,I want to book reservations for 8 at an indoor restaurant.
2417,BookRestaurant,I want a table for 9 at the taverna pub
2418,BookRestaurant,Book a restaurant within the same area of Earls Court for lucille and marina.
2419,BookRestaurant,"book for six on jan. 18, 2029"
2420,BookRestaurant,I need to book a table for 7 in Estonia
2421,BookRestaurant,Book a table for six around yolanda's apartment.
2422,BookRestaurant,I'm in Bowling Green. Please book a restaurant for 1 close by.
2423,BookRestaurant,"Book the best halal restaurant in Slovakia for brigitte taylor, katelyn and natalie on jun. 2."
2424,BookRestaurant,book a table for ten in Pollock PA
2425,BookRestaurant,book a brasserie
2426,BookRestaurant,"Book a table for 10 people at Harry\u2019s Bar, Benin."
2427,BookRestaurant,I need seating for ten people at a bar that serves czech cuisine
2428,BookRestaurant,I need a table at a restaurant that serves toast eleven months from now
2429,BookRestaurant,restaurant in Watauga for me and my aunt
2430,BookRestaurant,book a table for 10 in CHAR No.4 in Colombia
2431,BookRestaurant,I need to book a table for claudia and imelda at a brasserie that is top-rated
2432,BookRestaurant,I want to eat close by East Brady for seven  people
2433,BookRestaurant,book a table in Arizona serving italian-american cuisine in a tavern for 2
2434,BookRestaurant,Book a gastropub in Rose Creek for elevenses.
2435,BookRestaurant,"Book a table for nine people at a brasserie on Jan. 16, 2034"
2436,BookRestaurant,Book a table for 6 at a top-rated restaurant in North AMityville MA that serves south tyrolean food
2437,BookRestaurant,book a fried fish serving restaurant for one at 20 hours from now
2438,BookRestaurant,"I'd like to book at a place in Michigan for a party of 3, name of the restaurant is Carter House Inn."
2439,BookRestaurant,I need a table for 4 at a restaurant around 0 AM.
2440,BookRestaurant,Find a reservation for a highly rated brasserie for me and my step sister
2441,BookRestaurant,Book a table for 1 at Thomas Hynes House.
2442,BookRestaurant,"Please book a restaurant in Village Green, CA."
2443,BookRestaurant,I'd like to eat in Montana on 10/22/2030
2444,BookRestaurant,book in town for 3 at a restaurant outdoor that is not far
2445,BookRestaurant,book a brasserie for connie scott and madeline in Northern Mariana Islands in eleven hours
2446,BookRestaurant,I need reservations in ND in the city of Briarwood for me and my colleagues.
2447,BookRestaurant,I have a party of 10 that would like to eat outdoor at a tavern.
2448,BookRestaurant,I want to book a table for two at a close by bar in Kuwait.
2449,BookRestaurant,book me a reservation at a bar around Juliff for three people that serves bucatini for now
2450,BookRestaurant,I'd like to eat at a pub in Arkport
2451,BookRestaurant,book an australian restaurant in Moldova
2452,BookRestaurant,Book an indonesian brasserie for seven people the day after tomorrow in Hawaii.
2453,BookRestaurant,book me best joint restaurant for 2 members at AMerican Samoa today
2454,BookRestaurant,I want a table for 9 in Loyola at Gus Stevens Seafood Restaurant & Buccaneer Lounge
2455,BookRestaurant,Please book a table for four at a restaurant in TN
2456,BookRestaurant,I want to eat at the Trout Creek restaurant for 9 people for bougatsa that is the best
2457,BookRestaurant,I want to book a delicatessen serving testaroli in Somalia for 7/25/2027.
2458,BookRestaurant,Please book me a table for three at an american gastropub
2459,BookRestaurant,Book reservations at a restaurant in Olton around supper time
2460,BookRestaurant,book now in KY at Loveless Cafe
2461,BookRestaurant,I'd like to take a party of five today to a place in Colorado
2462,BookRestaurant,Reserve a table for 7 at a cafeteria in Lafe city.
2463,BookRestaurant,Book a neighboring coffeehouse with internet in Shingleton.
2464,BookRestaurant,book a spot for two at Sale Creek at eight AM
2465,BookRestaurant,charlene and I and are are in Liechtenstein and want restaurant reservations at midnight.
2466,BookRestaurant,Book an outdoor restaurant in MD at 11 pm for 8.
2467,BookRestaurant,book a pub for pepperoni near their house and not far
2468,BookRestaurant,I need to book a restaurant in Utah in 5 years and a half from now
2469,BookRestaurant,Book a reservation for seven people at a bakery in Osage City
2470,BookRestaurant,"I would like to book a restaurant in the same area as Tremont Av for nadine, sherrie and I on 3/21/2018"
2471,BookRestaurant,Find a restaurant for marylou and I within walking distance of my mum's hotel
2472,BookRestaurant,Book the City Tavern in Holiday KS.
2473,BookRestaurant,"book a english pub for me, belinda and dena close-by Syria next dec."
2474,BookRestaurant,"book a spot for 8 at a tavern on Jun. the 11th, 2034"
2475,BookRestaurant,I need a reservation for 4 in Illinois
2476,BookRestaurant,I want a table for four for 2 years from now
2477,BookRestaurant,book a table in Alberton for me and my mother in law at a restaurant
2478,BookRestaurant,Book a table for 8 people at Robinson House.
2479,BookRestaurant,Book a table for one at a highly rated bistro
2480,BookRestaurant,Book a restaurant for august fourth not far from the Marshall Islands.
2481,BookRestaurant,book a highly rated place for 8 at a restaurant
2482,BookRestaurant,book a table in Cottondale not far for in two hundred sixty nine days
2483,BookRestaurant,"Please reserve a table at the food truck in Wheeler for december 4th, 2019"
2484,BookRestaurant,I need a table for six at a bar that serves varenyky
2485,BookRestaurant,Book a restaurant in Pinecliffe Missouri this month.
2486,BookRestaurant,I want to book a restaurant for four people in Eminence.
2487,BookRestaurant,Book Coney Island neighboring VA for marina and I.
2488,BookRestaurant,I need a reservation for a restaurant close by their hostel
2489,BookRestaurant,book a table for 10 at a restaurant in Federated States Of Micronesia
2490,BookRestaurant,Please book me a reservation this year for a restaurant within the same area of my office
2491,BookRestaurant,book The Fry Bread House for seven in Olive
2492,BookRestaurant,I need a table for 4 at The Brass Rail.
2493,BookRestaurant,Book a table in eastern european restaurant in Macedonia.
2494,BookRestaurant,Need a table for a party of eight one hour from now in Exira SD in a pub that serves oysters rockefeller
2495,BookRestaurant,Book a restaurant in Eleele on October the fifth for 3 people.
2496,BookRestaurant,"Book a table at Top Pot Doughnuts in Greensburg, AMerican Samoa"
2497,BookRestaurant,book me a table at a bistro that serves maple syrup for a party of 10
2498,BookRestaurant,Looking for a tibetan restaurant and need reservations for 1.
2499,BookRestaurant,Reserve a table for my bf and I at Montreal Pool Room in Indiahoma
2500,BookRestaurant,book a spot for me and sonja at a popular pizzeria
2501,BookRestaurant,courtney and ruby want to eat at a restaurant three years from now
2502,BookRestaurant,Find a reservation far from my work location in eight hours for 8 people at Union Auto Company
2503,BookRestaurant,Book a table at a restaurant which serves sushis next week
2504,BookRestaurant,"I need to book the Beardslee Castle in Albania for me, cassie and lesley"
2505,BookRestaurant,I'd like to eat a restaurant in or nearby Pelahatchie at 12 o'clock
2506,BookRestaurant,Book a bar that serves stracciatella in North Dakota for four at four am
2507,BookRestaurant,I want to get nine seats at a restaurant that serves ice cream cake.
2508,BookRestaurant,Make me a reservation somewhere near here for me and my step brother by adeline's apartment
2509,BookRestaurant,Book a table for two at a restaurant faraway from office in California.
2510,BookRestaurant,"Book a table for four in Orchard Grass Hills, NV"
2511,BookRestaurant,book a top-rated osteria seven weeks from now
2512,BookRestaurant,Book a top-rated food court in GU.
