id,intent,text
1107,card_delivery_estimate,When can I expect my new card to get here?
1108,card_delivery_estimate,How long are deliveries to the US?
1109,card_delivery_estimate,Can it be delivered on a certain date?
1110,card_delivery_estimate,What is delivery speed to the United States?
1111,card_delivery_estimate,How long does it take for something to be delivered to the U.S?
1112,card_delivery_estimate,How long does it take for my physical card to be delivered.
1113,card_delivery_estimate,what is the leadtime for a new card to show up in the mail?
1114,card_delivery_estimate,What's the earliest time to receive my card?
1115,card_delivery_estimate,are you sending me my card?
1116,card_delivery_estimate,I need my card immediately.
1117,card_delivery_estimate,When will it be delivered to the US?
1118,automatic_top_up,Can I add money automatically to my account while traveling?
1119,automatic_top_up,i need help finding the auto top up option.
1120,automatic_top_up,What are the maximum amount you can do for auto top-up?
1121,automatic_top_up,I can't find the auto-top up option.
1122,automatic_top_up,Does the auto top-up have any limits?
1123,automatic_top_up,When do i activate auto top-up?
1124,automatic_top_up,Can I have money transferred into my account at different intervals along my trip?
1125,automatic_top_up,"I going to be traveling, can I set up auto top-up if I run low on money?"
1126,automatic_top_up,Is there an automatic top up feature?
1127,automatic_top_up,Can I have my account add money automatically in certain intervals?
1128,automatic_top_up,Is there a daily auto top-up limit?
1129,automatic_top_up,How do I access the option to top up?
1130,automatic_top_up,I will be traveling.  Can I add money automatically?
1131,automatic_top_up,How low does the balance have to be before the system updates?
1132,automatic_top_up,Is there a auto top-up option?
1133,automatic_top_up,How do i set up auto top-up?
1134,automatic_top_up,"If there isn't much money left over, will it top-up automatically?"
1135,automatic_top_up,Do I need to set a limit on auto top-up?
1136,automatic_top_up,can you top up your account automatically
1137,automatic_top_up,Can I add money to my card automatically during a trip?
1138,automatic_top_up,Is an auto top-up option available?
1139,automatic_top_up,Can I auto top if I'm low on funds?
1140,automatic_top_up,Tell me where I can find the auto top up feature and a little bit about it please.
1141,automatic_top_up,How do I start auto top up?
1142,automatic_top_up,I am inquiring about your auto top up feature.
1143,automatic_top_up,Can i set up an auto top-up?
1144,automatic_top_up,Are there any limit on the auto top-up?
1145,automatic_top_up,Is it possible to do auto top up?
1146,automatic_top_up,is there a way to do automatic top up
1147,automatic_top_up,I would like to top up my account automatically. How do I do that?
1148,automatic_top_up,I want to set up an auto top-up
1149,automatic_top_up,If I don't have much money in the account can I auto top-up?
1150,automatic_top_up,Can I schedule future top ups?
1151,automatic_top_up,Can I set automatic top ups?
1152,automatic_top_up,I need to know the if there is a limit on the amount for auto top-up.
1153,automatic_top_up,Can I set up to my account to automatically top up?
1154,automatic_top_up,Does the app top up automatically?
1155,automatic_top_up,"If there isn't a lot of money left, will it automatically top-up money?"
1156,automatic_top_up,In what increments can I top-up my card?
1157,automatic_top_up,Does auto top-up have a limit?
1158,automatic_top_up,If I am running low on credit can I auto top up?
1159,automatic_top_up,Is there an auto top up feature?
1160,automatic_top_up,Is there such thing as an auto top-up option?
1161,automatic_top_up,How can I Use thereto-top option?
1162,automatic_top_up,when i travel can it top up automatically
1163,automatic_top_up,Is there an auto top up option?
1164,automatic_top_up,Where do I find the auto top- up?
1165,automatic_top_up,How can I add money automatically?
1166,automatic_top_up,Where can I located the auto-top up option?
1167,automatic_top_up,"I'm going to travel, can I have it add money automatically in certain intervals?"
1168,automatic_top_up,I will be traveling and want money to be added automatically in certain intervals. Is this possible?
1169,automatic_top_up,Do I have to manually top up once I'm too low?
1170,automatic_top_up,How will I know when I can use the auto top-up feature?
1171,automatic_top_up,What are the auto-top up policies?
1172,automatic_top_up,Can I auto-top up?  How do I do it?
1173,automatic_top_up,How do I get refills to my card when I'm traveling?
1174,automatic_top_up,What is the limit on Auto top?
1175,automatic_top_up,How do I auto top-up?
1176,automatic_top_up,Can it add money automatically while travelling
1177,automatic_top_up,Is auto top up a provided service?
1178,automatic_top_up,When the time is right will this automatically replenish my balance?
1179,automatic_top_up,Will money be added automatically when necessary?
1180,automatic_top_up,Can I automatically top-up when traveling?
1181,automatic_top_up,What is the maximum for auto top-up?
1182,automatic_top_up,Is there a way to top-up when it reaches a certain balance?
1183,automatic_top_up,Can I set the account to auto top-up?
1184,automatic_top_up,Are there any hidden limit on the auto top-up?
1185,automatic_top_up,"I am traveling, what can I do to set up auto top-up?"
1186,automatic_top_up,"What are my options for topping up, automatic and/or manual?"
1187,automatic_top_up,"When I travel, can it automatically add money in certain intervals?"
1188,automatic_top_up,Is auto top up available?
1189,automatic_top_up,I want to auto top-up.
1190,automatic_top_up,When I'm traveling is it possible to add money automatically at certain time points?
1191,automatic_top_up,Do you offer auto top ups?
1192,automatic_top_up,Is there a limit on auto top-up?
1193,automatic_top_up,I'm trying to activate the auto-top up function. Where is it?
1194,automatic_top_up,What's the limit for auto top-up?
1195,automatic_top_up,How do I top-up automatically?
1196,automatic_top_up,How do i access the auto top-up option?
1197,automatic_top_up,Where can I find the auto-top up feature?
1198,automatic_top_up,"If my funds are running low, will the app top up automatically?"
1199,automatic_top_up,Can I set it up to add money every few days automatically while I am traveling?
1200,automatic_top_up,I want to add money automatically when I travel.
1201,automatic_top_up,Is there a function where I can top-up automatically?
1202,automatic_top_up,Can I use an auto top-up option?
1203,automatic_top_up,Can topping up be automatic?
1204,automatic_top_up,Can I auto top up multiple times?
1205,automatic_top_up,I want to use auto top-up. Is there a limit?
1206,automatic_top_up,Do you have an option for auto top up?
1207,automatic_top_up,How do I activate auto top-up when traveling?
1208,automatic_top_up,Where can I find the auto-top option?
1209,automatic_top_up,What is the maximum times I can auto top-up?
1210,automatic_top_up,How many times can I auto top-up?
1211,automatic_top_up,What are the auto top-up policies?
1212,automatic_top_up,"What, if any, is the limit  for auto top-up?"
1213,automatic_top_up,"If my account is low in funds, can I set an auto top-up?"
1214,automatic_top_up,Will the system automatically top up itself?
1215,automatic_top_up,Can I get an auto Top-up?
1216,automatic_top_up,Where do I find the auto top up option?
1217,automatic_top_up,What are the restrictions on auto top-up?
1218,automatic_top_up,How can I setup automatic top-up?
1219,automatic_top_up,Can it automatically top up my account?
1220,automatic_top_up,Can I top-up automatically?
1221,automatic_top_up,"I heard you have an auto-top up option, where do I find that?"
1222,automatic_top_up,Where do I access the auto top-up function?
1223,automatic_top_up,What about a auto top-up?
1224,automatic_top_up,how can i get it to add money automatically while travelling
1225,automatic_top_up,"What about an auto top-up, is that a option?"
1226,automatic_top_up,Can I setup top ups in advance?
1227,automatic_top_up,where can i located the auto top up function?
1228,automatic_top_up,Is there a way to set up an auto top-up?
1229,automatic_top_up,I have a trip coming up and want to add money automatically.
1230,automatic_top_up,where can I find the auto-top up option?
1231,automatic_top_up,Can it add money every so often automatically while I travel?
1232,automatic_top_up,Will the system automatically update once there is no more money left?
1233,automatic_top_up,"When traveling, is it possible for it to add money at specific time intervals?"
1234,automatic_top_up,How do I top-up while traveling?
1235,automatic_top_up,auto-top up option can be found where?
1236,automatic_top_up,Do I have to manually top-up my account each time or will it do it on its own?
1237,automatic_top_up,Can I auto top-up as much as I want?
1238,automatic_top_up,Can I add money in intervals to my account?  I will be traveling.
1239,automatic_top_up,Is there a limit to auto top?
1240,automatic_top_up,"My funds are low, can I auto top up?"
1241,automatic_top_up,I know there's an auto-top option but I can not locate it when I look?
1242,automatic_top_up,Is it possible to top-up automatically?
1243,automatic_top_up,What is the auto top-up limit?
1244,automatic_top_up,Do you have an auto-top function and how do I use it if so?
1245,card_not_working,I can't use my card because it is not working.
1246,card_not_working,I can't seem to be able to use my card
1247,card_not_working,"My card isn't working at all, I need assistance. It's really frustrating."
1248,card_not_working,Can you tell me what the problem with my card is? It was declined at a restaurant today.
1249,card_not_working,How do I fix a broken card?
1250,card_not_working,My card was working but now it doesn't.
1251,card_not_working,I cannot seem to use my card.
1252,card_not_working,I think my card is broke it's not working anymore
1253,card_not_working,I have not been able to use this card.
1254,card_not_working,What do I do if i accidentally broke my card?
1255,card_not_working,How come my card doesn't work anymore?
1256,card_not_working,"For a week now, I have tried to use my card and it is still not working."
1257,card_not_working,My actual card isn't functioning.
1258,card_not_working,I can't get the card itself to work.
1259,card_not_working,What should I do if my card doesn't work?
1260,card_not_working,Why won't my card work.
1261,card_not_working,My card will not work
1262,card_not_working,My card is not working.
1263,card_not_working,HOW LONG THE CARD VALIDITY
1264,card_not_working,My card seems to not be working at all.
1265,card_not_working,My card gets rejected when I try to use it
1266,card_not_working,I am unable to use my card for some reason.
1267,card_not_working,Why can't I use my card?
1268,card_not_working,I think my card is broke?
1269,card_not_working,What do I do?  My card is broken.
1270,card_not_working,"My Netflix subscription says that there is an issue with my card information, but I thought everything was fine. Why would it be declined?"
1271,card_not_working,My card was declined at a restaurant today and I don't know what the problem is.
1272,card_not_working,WHAT IS THE REASON FOR THAT
1273,card_not_working,My card is not working when I try to use it.
1274,card_not_working,How do I check security settings on my card?
1275,card_not_working,My card isn't working at all. What happened?
1276,card_not_working,Today I was out eating and my card was declined. Why's that?
1277,card_not_working,What are ways to test why my card might not be working?
1278,card_not_working,Currently my card is broken.
1279,card_not_working,My card won't work at all for anything.
1280,card_not_working,How do I fix my card if it is broken?
1281,card_not_working,Why doesn't my card work for any transactions?
1282,card_not_working,"I tried using my card, but it doesn't work."
1283,card_not_working,My card hasn't been working for even small transactions today.
1284,card_not_working,What do I do if the machine rejects my card?
1285,card_not_working,Something's wrong my card won't work.
1286,card_not_working,I tried to use my card today in the restaurant but it didn't work and just got declined. What's wrong?
1287,card_not_working,"Suddenly, my card won't work."
1288,card_not_working,My card hasn't been working when I try to use it.
1289,card_not_working,My physical card is not working
1290,card_not_working,"
I can't seem to be able to use my card


"
1291,card_not_working,Why is my physical card not working?
1292,card_not_working,Help.  My card is broken.
1293,card_not_working,I am unable to use my card.
1294,card_not_working,"No transactions are being accepted, what's wrong with my card?"
1295,card_not_working,Is my card frozen?
1296,card_not_working,My card was declined at a restaurant today and I am not sure why.
1297,card_not_working,What do I do now that I can't use this card?
1298,card_not_working,My card doesn't seem to work anymore
1299,card_not_working,"Out of the blue, my card stopped working."
1300,card_not_working,I can't seem to use my card. Can you help?
1301,card_not_working,How do I re-order a damaged card?
1302,card_not_working,Why is my card not working anymore?
1303,card_not_working,I can't use my card for anything
1304,card_not_working,What's wrong with my card? The clerk at the grocery store said it was declined.
1305,card_not_working,What should I do if I can't use my card?
1306,card_not_working,Can I use app to reset PIN attempts?
1307,card_not_working,Please help.  The card won't work.
1308,card_not_working,I wasn't able to use my card today when I went out for lunch. Wondering why that is?
1309,card_not_working,My card doesn't seem to work.
1310,card_not_working,Currently I can't get my card to work.
1311,card_not_working,WHAT IS THE MAIN REASON OF THIS PROBLEM
1312,card_not_working,How do I get my card to work?
1313,card_not_working,What can I do to make my physical card work?
1314,card_not_working,Can you tell me why I can't make any transactions?
1315,card_not_working,There is something wrong with my card. Tried to use it a few times today in different places and it just didn't work. The transactions I tried to make were really small so not sure what's going on
1316,card_not_working,Can you tell me whats going on with my card it seems to be not working?
1317,card_not_working,How do I check security settings using the app?
1318,card_not_working,I tried using my card at multiple vendors and now it's not working.
1319,card_not_working,"Can you help me with my card, I think it's broke."
1320,card_not_working,The card is non-functional.
1321,card_not_working,I haven't been able to complete any transactions on my card today. Do you know what's wrong?
1322,card_not_working,Today I used my card at a restaurant and it was declined. Why?
1323,card_not_working,Did you deactivate my card it's not working anymore
1324,card_not_working,Need help to get my card to work.
1325,card_not_working,Why isn't my card working anymore?
1326,card_not_working,Why won't my card work anymore?
1327,card_not_working,Why won't the machine accept my card anymore?
1328,card_not_working,When I was in a restaurant today my card was declined and payment wouldn't go through and I need help. Can you fix this?
1329,card_not_working,What to do if my physical card is not working?
1330,card_not_working,My card stopped working after multiple transactions. Why?
1331,card_not_working,Why won't my card accept any transactions?
1332,card_not_working,"I think my card is broken or something. I tried using it and it wouldn't go through, please help."
1333,card_not_working,My card is broken
1334,card_not_working,I tried to purchase airline tickets online this morning and my card information isn't working. Is there something going on with my account?
1335,card_not_working,My card no longer works.
1336,card_not_working,I seem to be unable to make any transactions.
1337,card_not_working,I can't get my actual card to work
1338,card_not_working,My card doesn't work when I use it.
1339,card_not_working,What do I do if my card gets broken?
1340,card_not_working,I am having problems with my physical card.
1341,card_not_working,How can I get my card to work?
1342,card_not_working,I need help with understanding why my card is not working.
1343,card_not_working,Please help me!  My physical card isn't working right.
1344,card_not_working,My card stopped working. How do I check if there is a freeze on it?
1345,card_not_working,"I don't know what's wrong with my card, but it has not worked at multiple places today."
1346,card_not_working,I need clarity on why my card is not working.
1347,card_not_working,My card won't physically work.
1348,card_not_working,What's going on? My card wont accept any transactions.
1349,card_not_working,My card don't work.
1350,card_not_working,My card won't work right now.
1351,card_not_working,How can it be that my Card is not functioning anymore?
1352,card_not_working,What's going on with my card? I've tried multiple times and it never goes through.
1353,card_not_working,HOW LONG TO TAKE THE TIME TO SOLVE
1354,card_not_working,What do I do if my card is not working?
1355,card_not_working,What should I do if my physical card isn't working?
1356,card_not_working,The card that I have isn't working. This is the physical card.
1357,exchange_via_app,Can I change from AUD to GBP?
1358,exchange_via_app,"I need to exchange between different currencies, like GBP and USD. Can I do that with your app?"
1359,exchange_via_app,How can I change to another currency?
1360,exchange_via_app,Does the app allowing exchanges between USD and GBP
1361,exchange_via_app,What if I need to use GBP instead of USD?
1362,exchange_via_app,I am from X but am traveling to Y - how do I get currency for Y?
1363,exchange_via_app,Is it possible to change from AUD to GBP?
1364,exchange_via_app,Can money be exchanged from one currency to another?
1365,exchange_via_app,How can I change USD to GBP?
1366,exchange_via_app,What currencies can be exchanged in the app?
1367,exchange_via_app,Can i add a new currency to my account?
1368,exchange_via_app,How can I exchange AUD for GBP?
1369,exchange_via_app,Can I possibly change my currency to another?
1370,exchange_via_app,I would like to exchange currencies on the app. How do I do this?
1371,exchange_via_app,What do I do to exchange currency?
1372,exchange_via_app,Is it possible to exchange currencies?
1373,exchange_via_app,Can turn my money into another currency?
1374,exchange_via_app,I would like to change to a different currency.
1375,exchange_via_app,How can I change currency type?
1376,exchange_via_app,"I do not need GBP, I need AUD, how do I convert it?"
1377,exchange_via_app,"Instead of GBP, how do I exchange for AUD?"
1378,exchange_via_app,Is currency exchange possible?
1379,exchange_via_app,"Using your app, would I be able to exchange between USD and GBP?"
1380,exchange_via_app,Can I use this app for both USD and GBP?
1381,exchange_via_app,I am trying to find out how to exchange currency X with currency Y.
1382,exchange_via_app,Does your app allow currency exchanges between USD and GBP?
1383,exchange_via_app,"With this app, will I be able to exchange currency?"
1384,exchange_via_app,How do I change my currency to another?
1385,exchange_via_app,How do I exchange currencies using the app?
1386,exchange_via_app,Does this app allow currencies to be exchanged?
1387,exchange_via_app,Can I exchange USD for GBP in your app?
1388,exchange_via_app,Is it possible to exchange currencies using the app?
1389,exchange_via_app,How do I exchange currencies using this app?
1390,exchange_via_app,I want to exchange USD and GBP with the app
1391,exchange_via_app,How do I change my AUD into GBP?
1392,exchange_via_app,How can I convert currencies?
1393,exchange_via_app,Can I use your app to exchange between USD and GBP
1394,exchange_via_app,I need to get some Euros for my holiday. Am I able to exchange some of my money?
1395,exchange_via_app,Can currencies be exchanged on this app?
1396,exchange_via_app,How do I change to a different currency?
1397,exchange_via_app,Is exchanging currencies a feature of the app?
1398,exchange_via_app,Where can I get my currencies exchanged?
1399,exchange_via_app,Is exchanging currencies one of your app services?
1400,exchange_via_app,Can I convert currency with the app?
1401,exchange_via_app,"I might need to exchange between USD and GBP, is this possible with your app?"
1402,exchange_via_app,"I need to exchange my GBP to AUD, how would I do this?"
1403,exchange_via_app,Do you support changing the currency I use?
1404,exchange_via_app,Can I convert money into different currencies?
1405,exchange_via_app,Where can i exchange between GBP and USD
1406,exchange_via_app,How to exchange my currency
1407,exchange_via_app,How do I use the app to exchange currencies?
1408,exchange_via_app,"I no longer need AUD, I need GBP instead, how can I make this happen?"
1409,exchange_via_app,"I am trying to exchange AUD for GBP, how do I do that?"
1410,exchange_via_app,How do I exchange USD to GBP?
1411,exchange_via_app,Is there a way to make my money usable in another country?
1412,exchange_via_app,How do I exchange AUD for GBP?
1413,exchange_via_app,Can I use this app to exchange currencies?
1414,exchange_via_app,How can I exchange currencies using your app?
1415,exchange_via_app,How do I go about exchanging currencies with this app?
1416,exchange_via_app,Can I exchange from USD to GBP?
1417,exchange_via_app,Does your app allow currency exchange from USD to GBP?
1418,exchange_via_app,What currences are available for exchange?
1419,exchange_via_app,Is this app capable of exchanging currencies?
1420,exchange_via_app,Is it possible to change from USD to GBP with your App?
1421,exchange_via_app,"If I need to make an exchange from USD to GBP, how can I do so in the app?"
1422,exchange_via_app,Can I use this app to exchange between dollars and pounds?
1423,exchange_via_app,Will this app allow me to exchange currencies?
1424,exchange_via_app,Is it possible to exchange USD and GBP on the app?
1425,exchange_via_app,"I may need to exchange my USD for GBP, can your app do that?"
1426,exchange_via_app,How do I exchange currencies with this
1427,exchange_via_app,I need Australian dollars instead of UK currency.
1428,exchange_via_app,I'm having difficulties changing AUD for GBP. How do I do this?
1429,exchange_via_app,Can I exchange currencies with the app?
1430,exchange_via_app,Will you tell me how to exchange USD for GBP in the app?
1431,exchange_via_app,How do you exchange currencies
1432,exchange_via_app,How can I exchange currencies with this app?
1433,exchange_via_app,How can I exchange GBP for AUD?
1434,exchange_via_app,Can I exchange currency for different types?
1435,exchange_via_app,Does this app exchange currencies?
1436,exchange_via_app,Is it possible to exchange currencies on the app?
1437,exchange_via_app,What's the process of changing from GBP to AUD?
1438,exchange_via_app,How do I switch to a different currency?
1439,exchange_via_app,What's the procedure with currency exchange?
1440,exchange_via_app,How to I switch my money for the money used in another country?
1441,exchange_via_app,Will it be possible to change from USD to GBP with this App?
1442,exchange_via_app,I would like to change currency
1443,exchange_via_app,How do I make a currency exchange?
1444,exchange_via_app,"I can't figure out how to change GBP to AUD, what do I do?"
1445,exchange_via_app,"I accidentally chose to exchange GBP, but I need to pick AUD. How can I change it?"
1446,exchange_via_app,How can I exchange USD and GBP in the app?
1447,exchange_via_app,How can I exchange currencies in the app?
1448,exchange_via_app,I need to exchange a currency - can I do that here?
1449,exchange_via_app,How can I change the currency I'm exchanging from AUD to GBP?
1450,exchange_via_app,What do I need to do to exchange my money?
1451,exchange_via_app,"I would like to exchange currencies, how do I go upon it?"
1452,exchange_via_app,What different currencies can I get?
1453,exchange_via_app,I would like to exchange currency  What types are there?
1454,exchange_via_app,how to exchange currencies
1455,exchange_via_app,Can I use your app to exchange USD for GBP?
1456,exchange_via_app,Can this convert money?
1457,exchange_via_app,Can you  tell me how to get AUD not GBP?
1458,exchange_via_app,How can I trade currencies with this app?
1459,exchange_via_app,Can I exchange currencies usign this app?
1460,exchange_via_app,Can this app be used to exchange currencies?
1461,exchange_via_app,need to exchange currencies
1462,exchange_via_app,How do I change to AUD from GBP?
1463,exchange_via_app,How do I start an exchange between GBP and AUD?
1464,exchange_via_app,Whats types of currency can I exchange?
1465,exchange_via_app,how can i exchange currencies
1466,exchange_via_app,Can I exchange USD and GBP from the app?
1467,exchange_via_app,What steps do I need to take to exchange currencies?
1468,exchange_via_app,What other currencies are available to change to?
1469,exchange_via_app,what currencies can i exchange between on your app?
1470,exchange_via_app,Can this app exchange American and English currency?
1471,exchange_via_app,My plans may change so I may need to change from GBP to AUD.
1472,exchange_via_app,Does the app allow for exchanges between currencies?
1473,exchange_via_app,"I may no longer need GBP, but instead I will need AUD, how can I go about making this change?"
1474,exchange_via_app,Can I use this app to change money?
1475,lost_or_stolen_card,Has there been any activity on my card today?
1476,lost_or_stolen_card,I lost my wallet and all my cards were in it.
1477,lost_or_stolen_card,I'm panicking!  I lost my card!  Help!
1478,lost_or_stolen_card,I need to report a stolen card
1479,lost_or_stolen_card,How do I replace a stolen card?
1480,lost_or_stolen_card,Can you provide information for freezing my card immediately?
1481,lost_or_stolen_card,What's the phone number to freeze a card?
1482,lost_or_stolen_card,I can't find my card! Can you help?
1483,lost_or_stolen_card,"Hi, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP."
1484,lost_or_stolen_card,Help! I lost my card!
1485,lost_or_stolen_card,My card is missing.  Please help.
1486,lost_or_stolen_card,I think that my card has been stolen!
1487,lost_or_stolen_card,My card was stolen
1488,lost_or_stolen_card,A fee shouldn't apply to me if my card was stolen.
1489,lost_or_stolen_card,"My card has been stolen. I reported it with the police, but I need to report it with you as well."
1490,lost_or_stolen_card,Can you tell me the status of my new card?
1491,lost_or_stolen_card,My card has been stolen what do I do?
1492,lost_or_stolen_card,"I can't find my card, it is lost."
1493,lost_or_stolen_card,My card is lost!  Please help me!
1494,lost_or_stolen_card,I believe that my card has been stolen!
1495,lost_or_stolen_card,What should I do if I think my card was stolen?
1496,lost_or_stolen_card,Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen.
1497,lost_or_stolen_card,"I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this?"
1498,lost_or_stolen_card,My bag got stolen with all my cards. Can you please cancel my card and send a new one?
1499,lost_or_stolen_card,I think my card is stolen!
1500,lost_or_stolen_card,"Help!  I fear that my card was stolen,"
1501,lost_or_stolen_card,Someone stole my card!
1502,lost_or_stolen_card,Are you able to guide me to my card's location?
1503,lost_or_stolen_card,How can I report that my card was stolen? I made a police report first.
1504,lost_or_stolen_card,My card is missing!  Help!
1505,lost_or_stolen_card,"My wallet was stolen, along with my cards. How do I put a freeze on my cards and order a new one?"
1506,lost_or_stolen_card,Could you please freeze my card immediately?
1507,lost_or_stolen_card,"i need help, i lost my card"
1508,lost_or_stolen_card,What can I do if I lost my card?
1509,lost_or_stolen_card,I think that the card is stolen.  What are my next steps?
1510,lost_or_stolen_card,What do I do if my card is stolen?
1511,lost_or_stolen_card,My card is stolen.  Help!
1512,lost_or_stolen_card,I lost track of my card
1513,lost_or_stolen_card,Report stolen card
1514,lost_or_stolen_card,Help!  My card is stolen.
1515,lost_or_stolen_card,"My card was lost on vacation, I don't know where it is. Can you help me take care of this immediately?"
1516,lost_or_stolen_card,I have lost my card! What is my next step?
1517,lost_or_stolen_card,My card has been lost! help!
1518,lost_or_stolen_card,What do I do if my card has been lost or stolen?
1519,lost_or_stolen_card,Help Me!  I lost my card.  What should I do?
1520,lost_or_stolen_card,Someone stole my wallet with my card in it while vacationing in Spain. I really need my card blocked and a new one ordered.
1521,lost_or_stolen_card,Who can I speak with regarding a lost card?
1522,lost_or_stolen_card,My card has gone missing.
1523,lost_or_stolen_card,oh my god I lost my card! what should I do?
1524,lost_or_stolen_card,I can't find my card!  What should I do?
1525,lost_or_stolen_card,What is the first step that I should take after my card has been stolen?
1526,lost_or_stolen_card,I seem to have lost my card.
1527,lost_or_stolen_card,My card was stolen. What do I need to do?
1528,lost_or_stolen_card,Someone took my card without permission
1529,lost_or_stolen_card,I lost my card n need a new one.
1530,lost_or_stolen_card,My card has been lost / stolen
1531,lost_or_stolen_card,I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card?
1532,lost_or_stolen_card,Please help me.  My card is missing.
1533,lost_or_stolen_card,"I lost my card, what do I do now?"
1534,lost_or_stolen_card,I need to order a new card as my other one was stolen.
1535,lost_or_stolen_card,I think someone stole my card because I can't find it.
1536,lost_or_stolen_card,What are the steps I need to do if I have a stolen card?
1537,lost_or_stolen_card,I cant find my card.
1538,lost_or_stolen_card,I think my card is lost.  What do I do?
1539,lost_or_stolen_card,What should I do if my card is stolen?
1540,lost_or_stolen_card,How do I deactivate a stolen card?
1541,lost_or_stolen_card,"I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away."
1542,lost_or_stolen_card,Someone took my card without my permission.
1543,lost_or_stolen_card,Need help with a stolen card.
1544,lost_or_stolen_card,"help, lost my card"
1545,lost_or_stolen_card,What do I do if my card was stolen.
1546,lost_or_stolen_card,I think my wallet fell out on the Tube today! I realized as soon as I got to my desk. How do I cut off the card?
1547,lost_or_stolen_card,My card is missing.
1548,lost_or_stolen_card,How do I report my card as lost or stolen?
1549,lost_or_stolen_card,Is there any way for you to find my card?
1550,lost_or_stolen_card,I've lost my card. What can I do about that?
1551,lost_or_stolen_card,I left my card at a restaurant and now its missing.
1552,lost_or_stolen_card,Can you help me retrieve my card?
1553,lost_or_stolen_card,I lost my card. Can you help me?
1554,lost_or_stolen_card,What should I do?  My card has been stolen!
1555,lost_or_stolen_card,My card was stolen last night.
1556,lost_or_stolen_card,Could you assist me in finding my lost card?
1557,age_limit,I want to open an account for my children
1558,age_limit,How old do you need to be to use the banks services?
1559,age_limit,Whats the minimum age to have an account
1560,age_limit,Can my children open an account?
1561,age_limit,How old do I need to be?
1562,age_limit,What are age requirements for opening an account?
1563,age_limit,Is there any age limit?
1564,age_limit,We want to start a college fund for my daughter.
1565,age_limit,Hold old do my kids have to be to use the service?
1566,age_limit,Can I start an account for my kids?
1567,age_limit,How old does my daughter have to be to open an account?
1568,age_limit,What is minimum age for an account?
1569,age_limit,What is needed for my daughter to open an account?
1570,age_limit,What about my children?
1571,age_limit,What is the process for setting up and account for my child?
1572,age_limit,Is there an age limit to open an account
1573,age_limit,How old do my kids have to be use this?
1574,age_limit,Can I make an account for my kids?
1575,age_limit,I'd like to open an account for my kids can I do that?
1576,age_limit,Would it be possible to open up an account for children?
1577,age_limit,Do you have any age limit?
1578,age_limit,If I want my son to have his own account is that possible?
1579,age_limit,Could I open an account for children?
1580,age_limit,What does my daughter need to open an account?
1581,age_limit,Can my children get an account?
1582,age_limit,What is the age limit for an account?
1583,age_limit,What age do you have to be?
1584,age_limit,What is the appropriate age for my child to be able to open an account?
1585,age_limit,How do I open an account for my children?
1586,age_limit,What are the requirements to open an account for a minor?
1587,age_limit,are there age requirements
1588,age_limit,Is there an age limit for opening an account?
1589,age_limit,Can my 8 year old grandson open an account at the bank?
1590,age_limit,What is the minimum age required to open an account with your service?
1591,age_limit,"If I want to get an account for my daughter, can I do that?"
1592,age_limit,How old do you have to be to open an account?
1593,age_limit,I have young kids. Can they use this service?
1594,age_limit,Do you have an age limit?
1595,age_limit,How old do you have to be?
1596,age_limit,Could my daughter open an account?
1597,age_limit,Can I open an account for my children?
1598,age_limit,What would the age limit be?
1599,age_limit,What are the age requirements for service?
1600,age_limit,I am 16 and just started working at McDonalds can I deposit my checks at your bank?
1601,age_limit,Is there a possibility to open an account for my sons and daughters?
1602,age_limit,Is there an age limit to get an account?
1603,age_limit,what is the age limit for opening a new account
1604,age_limit,Is my daughter eligible to open an account?
1605,age_limit,How do I set up an account for my children?
1606,age_limit,May I get an account for my daughter?
1607,age_limit,What is the minimum age limit?
1608,age_limit,How old must I be to open an account?
1609,age_limit,What is the age limit?
1610,age_limit,Can my children have an account?
1611,age_limit,Is there any way I could open an account for my daughter?
1612,age_limit,Can I get an account for my daughter?
1613,age_limit,How old do you need to be to open an account?
1614,age_limit,Do you offer account services for children and teens?
1615,age_limit,From which age can my kids use your service?
1616,age_limit,What is the youngest age for an account?
1617,age_limit,I have kids and I'm curious at what age could they start to use your service.
1618,age_limit,At what age can I open an account?
1619,age_limit,I'd like to open an account for my children. How can I do that?
1620,age_limit,Can I open up an account for my child?
1621,age_limit,Is there a limit for age?
1622,age_limit,How can I open an account for my children?
1623,age_limit,Do you have a children account available?
1624,age_limit,At what age can my children use your service?
1625,age_limit,I want to open an account for my child.
1626,age_limit,At what age can a person open an account?
1627,age_limit,How old do kids have to be to open an account?
1628,age_limit,What is your age limit?
1629,age_limit,How old do my kids need to be to use your service?
1630,age_limit,I would like to get an account for my child.
1631,age_limit,Would I be able to open an account for my daughter?
1632,age_limit,Can my teenager have an account?
1633,age_limit,What age do you have to be to open an account?
1634,age_limit,How old do my kids need to be to open an account?
1635,age_limit,As my kids get older are they able to get set up with their own accounts?
1636,age_limit,Is there an age limit to when my child can use these services?
